Commodity,State,District,Market,Arrival_Date,Modal Price
Maize,Rajasthan,Ajmer,Bijay Nagar,01-08-2023,2325
Maize,Uttar Pradesh,Aligarh,Aligarh,28-07-2023,2000
Maize,Uttar Pradesh,Aligarh,Atrauli,28-07-2023,1700
Maize,Uttar Pradesh,Aligarh,Charra,28-07-2023,2000
Maize,Uttar Pradesh,Aligarh,Atrauli,29-07-2023,1700
Maize,Uttar Pradesh,Aligarh,Charra,29-07-2023,1980
Maize,Uttar Pradesh,Aligarh,Aligarh,31-07-2023,1980
Maize,Uttar Pradesh,Aligarh,Atrauli,31-07-2023,1700
Maize,Uttar Pradesh,Aligarh,Charra,31-07-2023,1970
Maize,Uttar Pradesh,Aligarh,Atrauli,01-08-2023,1700
Maize,Maharashtra,Amarawati,Amarawati,01-08-2023,2032
Maize,Tamil Nadu,Ariyalur,Andimadom,28-07-2023,2235
Maize,Tamil Nadu,Ariyalur,Andimadom,01-08-2023,2237
Maize,Uttar Pradesh,Auraiya,Dibiapur,28-07-2023,1765
Maize,Uttar Pradesh,Auraiya,Achalda,29-07-2023,1740
Maize,Uttar Pradesh,Auraiya,Achalda,31-07-2023,1750
Maize,Uttar Pradesh,Auraiya,Achalda,01-08-2023,1750
Maize,Maharashtra,Aurangabad,Aurangabad,01-08-2023,2000
Maize,Maharashtra,Aurangabad,Sillod,01-08-2023,2100
Maize,Maharashtra,Aurangabad,Vaijpur,01-08-2023,2050
Maize,Uttar Pradesh,Badaun,Badayoun,28-07-2023,1750
Maize,Uttar Pradesh,Badaun,Shahaswan,28-07-2023,1550
Maize,Uttar Pradesh,Badaun,Bilsi,29-07-2023,1765
Maize,Uttar Pradesh,Badaun,Ujhani,29-07-2023,1760
Maize,Uttar Pradesh,Badaun,Babrala,30-07-2023,1680
Maize,Uttar Pradesh,Badaun,Badayoun,31-07-2023,1760
Maize,Uttar Pradesh,Badaun,Badayoun,01-08-2023,1755
Maize,Uttar Pradesh,Badaun,Ujhani,01-08-2023,1780
Maize,Uttar Pradesh,Badaun,Wazirganj,01-08-2023,1725
Maize,Madhya Pradesh,Badwani,Anjad,01-08-2023,1975
Maize,Karnataka,Bagalkot,Bagalakot,01-08-2023,2279
Maize,Uttar Pradesh,Bahraich,Naanpara,29-07-2023,2000
Maize,Uttar Pradesh,Bahraich,Bahraich,31-07-2023,2000
Maize,Uttar Pradesh,Bahraich,Naanpara,31-07-2023,2000
Maize,Uttar Pradesh,Bahraich,Risia,31-07-2023,2010
Maize,Uttar Pradesh,Bahraich,Bahraich,01-08-2023,2020
Maize,Uttar Pradesh,Bahraich,Naanpara,01-08-2023,2020
Maize,Uttar Pradesh,Balrampur,Balrampur,29-07-2023,2015
Maize,Uttar Pradesh,Balrampur,Balrampur,31-07-2023,2010
Maize,Chattisgarh,Balrampur,Ramanujganj,01-08-2023,1970
Maize,Uttar Pradesh,Balrampur,Balrampur,01-08-2023,2010
Maize,Uttar Pradesh,Barabanki,Barabanki,29-07-2023,4400
Maize,Rajasthan,Baran,Baran,29-07-2023,1700
Maize,Maharashtra,Beed,Beed,01-08-2023,2221
Maize,Karnataka,Bellary,Bellary,01-08-2023,2386
Maize,Gujarat,Bharuch,Jambusar,28-07-2023,2200
Maize,Gujarat,Bharuch,Jambusar(Kaavi),28-07-2023,2000
Maize,Gujarat,Bharuch,Jambusar,31-07-2023,2000
Maize,Gujarat,Bharuch,Jambusar(Kaavi),31-07-2023,2200
Maize,Gujarat,Bharuch,Jambusar,01-08-2023,2000
Maize,Gujarat,Bharuch,Jambusar(Kaavi),01-08-2023,2200
Maize,Haryana,Bhiwani,Tosham,01-08-2023,2100
Maize,Uttar Pradesh,Bulandshahar,Divai,28-07-2023,1700
Maize,Uttar Pradesh,Bulandshahar,Khurja,28-07-2023,2100
Maize,Uttar Pradesh,Bulandshahar,Siyana,28-07-2023,1560
Maize,Uttar Pradesh,Bulandshahar,Buland Shahr,29-07-2023,2100
Maize,Uttar Pradesh,Bulandshahar,Jahangirabad,29-07-2023,2101
Maize,Uttar Pradesh,Bulandshahar,Divai,30-07-2023,1700
Maize,Uttar Pradesh,Bulandshahar,Divai,31-07-2023,1700
Maize,Uttar Pradesh,Bulandshahar,Siyana,31-07-2023,1560
Maize,Uttar Pradesh,Bulandshahar,Buland Shahr,01-08-2023,2110
Maize,Uttar Pradesh,Bulandshahar,Divai,01-08-2023,1700
Maize,Uttar Pradesh,Bulandshahar,Jahangirabad,01-08-2023,2101
Maize,Maharashtra,Buldhana,Buldhana,01-08-2023,2000
Maize,Maharashtra,Buldhana,Malkapur,01-08-2023,2050
Maize,Rajasthan,Bundi,Bundi,01-08-2023,1826
Maize,Rajasthan,Chittorgarh,Begu,28-07-2023,1970
Maize,Rajasthan,Chittorgarh,Nimbahera,01-08-2023,231.3
Maize,Rajasthan,Chittorgarh,Pratapgarh,01-08-2023,1995
Maize,Tamil Nadu,Coimbatore,Madathukulam,28-07-2023,2200
Maize,Tamil Nadu,Coimbatore,Udumalpet,28-07-2023,2250
Maize,Tamil Nadu,Coimbatore,Udumalpet,31-07-2023,2270
Maize,Tamil Nadu,Coimbatore,Udumalpet,01-08-2023,2280
Maize,Gujarat,Dahod,Dahod,28-07-2023,2600
Maize,Gujarat,Dahod,Dahod,28-07-2023,2200
Maize,Gujarat,Dahod,Dahod,31-07-2023,2600
Maize,Gujarat,Dahod,Dahod,31-07-2023,2200
Maize,Gujarat,Dahod,Dahod,01-08-2023,2300
Maize,Gujarat,Dahod,Dahod,01-08-2023,2100
Maize,Gujarat,Dahod,Limkheda,01-08-2023,1940
Maize,Chattisgarh,Dhamtari,Boraee,28-07-2023,2000
Maize,Madhya Pradesh,Dhar,Dhamnod,31-07-2023,2092
Maize,Karnataka,Dharwad,Hubli (Amaragol),01-08-2023,2109
Maize,Tamil Nadu,Erode,Alangeyam,28-07-2023,2350
Maize,Tamil Nadu,Erode,Alangeyam,29-07-2023,2361
Maize,Tamil Nadu,Erode,Alangeyam,01-08-2023,2350
Maize,Uttar Pradesh,Etah,Aliganj,28-07-2023,1620
Maize,Uttar Pradesh,Etah,Ganjdudwara,28-07-2023,2000
Maize,Uttar Pradesh,Etah,Kasganj,28-07-2023,1840
Maize,Uttar Pradesh,Etah,Aliganj,29-07-2023,1650
Maize,Uttar Pradesh,Etah,Kasganj,30-07-2023,1850
Maize,Uttar Pradesh,Etah,Ganjdudwara,31-07-2023,1970
Maize,Uttar Pradesh,Etah,Aliganj,01-08-2023,1620
Maize,Uttar Pradesh,Etah,Kasganj,01-08-2023,1850
Maize,Uttar Pradesh,Etawah,Bharthna,28-07-2023,1750
Maize,Uttar Pradesh,Etawah,Jasvantnagar,31-07-2023,1750
Maize,Uttar Pradesh,Etawah,Bharthna,01-08-2023,1750
Maize,Uttar Pradesh,Etawah,Jasvantnagar,01-08-2023,1750
Maize,Uttar Pradesh,Faizabad,Faizabad,28-07-2023,2070
Maize,Uttar Pradesh,Faizabad,Faizabad,31-07-2023,2050
Maize,Uttar Pradesh,Faizabad,Faizabad,01-08-2023,2050
Maize,Uttar Pradesh,Farukhabad,Farukhabad,28-07-2023,1700
Maize,Uttar Pradesh,Farukhabad,Kamlaganj,28-07-2023,1810
Maize,Uttar Pradesh,Farukhabad,Kayamganj,28-07-2023,1780
Maize,Uttar Pradesh,Farukhabad,Mohamadabad,28-07-2023,1800
Maize,Uttar Pradesh,Farukhabad,Farukhabad,31-07-2023,1685
Maize,Uttar Pradesh,Farukhabad,Kamlaganj,31-07-2023,1810
Maize,Uttar Pradesh,Farukhabad,Kayamganj,31-07-2023,1750
Maize,Uttar Pradesh,Farukhabad,Mohamadabad,31-07-2023,1700
Maize,Uttar Pradesh,Farukhabad,Farukhabad,01-08-2023,1725
Maize,Uttar Pradesh,Farukhabad,Kamlaganj,01-08-2023,1810
Maize,Uttar Pradesh,Farukhabad,Kayamganj,01-08-2023,1750
Maize,Uttar Pradesh,Firozabad,Firozabad,28-07-2023,2015
Maize,Uttar Pradesh,Firozabad,Shikohabad,30-07-2023,1700
Maize,Uttar Pradesh,Firozabad,Firozabad,31-07-2023,2000
Maize,Uttar Pradesh,Firozabad,Shikohabad,31-07-2023,1700
Maize,Uttar Pradesh,Firozabad,Sirsaganj,31-07-2023,2025
Maize,Uttar Pradesh,Firozabad,Shikohabad,01-08-2023,1600
Maize,Uttar Pradesh,Firozabad,Sirsaganj,01-08-2023,2030
Maize,Uttar Pradesh,Gautam Budh Nagar,Dadri,29-07-2023,2120
Maize,Uttar Pradesh,Ghaziabad,Ghaziabad,29-07-2023,2130
Maize,Uttar Pradesh,Ghaziabad,Ghaziabad,31-07-2023,2130
Maize,Uttar Pradesh,Ghaziabad,Hapur,01-08-2023,2120
Maize,Uttar Pradesh,Gonda,Gonda,01-08-2023,2000
Maize,Madhya Pradesh,Harda,Timarni,01-08-2023,2010
Maize,Uttar Pradesh,Hardoi,Sandila,28-07-2023,2040
Maize,Uttar Pradesh,Hardoi,Madhoganj,30-07-2023,2030
Maize,Uttar Pradesh,Hardoi,Sandila,30-07-2023,2020
Maize,Uttar Pradesh,Hardoi,Madhoganj,31-07-2023,2025
Maize,Uttar Pradesh,Hardoi,Sandila,31-07-2023,2020
Maize,Uttar Pradesh,Hardoi,Hardoi,01-08-2023,2020
Maize,Uttar Pradesh,Hardoi,Madhoganj,01-08-2023,2035
Maize,Uttar Pradesh,Hardoi,Sandila,01-08-2023,2030
Maize,Uttar Pradesh,Hathras,Haathras,28-07-2023,2070
Maize,Uttar Pradesh,Hathras,Sikandraraau,29-07-2023,1545
Maize,Uttar Pradesh,Hathras,Sikandraraau,31-07-2023,1490
Maize,Uttar Pradesh,Hathras,Haathras,01-08-2023,1960
Maize,Karnataka,Haveri,Hirekerur,28-07-2023,2050
Maize,Punjab,Hoshiarpur,Garhshankar(Saila Khurd),28-07-2023,1100
Maize,Maharashtra,Jalana,Bhokardan,29-07-2023,2100
Maize,Maharashtra,Jalana,Bhokardan(Pimpalgaon Renu),01-08-2023,2150
Maize,Maharashtra,Jalana,Jalana,01-08-2023,2125
Maize,Punjab,Jalandhar,Shahkot,01-08-2023,1485
Maize,Maharashtra,Jalgaon,Yawal,29-07-2023,1530
Maize,Maharashtra,Jalgaon,Amalner,01-08-2023,2150
Maize,Maharashtra,Jalgaon,Chalisgaon,01-08-2023,2061
Maize,Maharashtra,Jalgaon,Pachora,01-08-2023,2051
Maize,Maharashtra,Jalgaon,Yawal,01-08-2023,1530
Maize,Uttar Pradesh,Jaunpur,Jaunpur,31-07-2023,2185
Maize,Haryana,Jhajar,Bahadurgarh,01-08-2023,1100
Maize,Gujarat,Junagarh,Visavadar,31-07-2023,2500
Maize,Chattisgarh,Kanker,Bhanupratappur,28-07-2023,1550
Maize,Chattisgarh,Kanker,Korar,28-07-2023,1550
Maize,Chattisgarh,Kanker,Bhanupratappur,31-07-2023,1550
Maize,Chattisgarh,Kanker,Korar,31-07-2023,1550
Maize,Chattisgarh,Kanker,Sambalpur,31-07-2023,1550
Maize,Chattisgarh,Kanker,Bhanupratappur,01-08-2023,1550
Maize,Chattisgarh,Kanker,Korar,01-08-2023,1550
Maize,Chattisgarh,Kanker,Sambalpur,01-08-2023,1550
Maize,Uttar Pradesh,Kannuj,Kannauj,28-07-2023,1800
Maize,Uttar Pradesh,Kannuj,Chhibramau(Kannuj),01-08-2023,1750
Maize,Uttar Pradesh,Kanpur,Choubepur,28-07-2023,1790
Maize,Uttar Pradesh,Kanpur,Uttaripura,28-07-2023,1760
Maize,Uttar Pradesh,Kanpur,Uttaripura,31-07-2023,1750
Maize,Uttar Pradesh,Kanpur,Choubepur,01-08-2023,1800
Maize,Uttar Pradesh,Kanpur,Jhijhank,01-08-2023,1875
Maize,Uttar Pradesh,Kanpur,Kanpur(Grain),01-08-2023,1925
Maize,Uttar Pradesh,Kanpur,Uttaripura,01-08-2023,1800
Maize,Telangana,Karimnagar,Husnabad,28-07-2023,2050
Maize,Telangana,Karimnagar,Choppadandi,31-07-2023,2223
Maize,Telangana,Karimnagar,Husnabad,01-08-2023,2050
Maize,Madhya Pradesh,Katni,Katni(F&V),01-08-2023,1000
Maize,Madhya Pradesh,Khargone,Bhikangaon,01-08-2023,1900
Maize,Madhya Pradesh,Khargone,Khargone,01-08-2023,1980
Maize,Nagaland,Kohima,Tseminyu,29-07-2023,9500
Maize,Chattisgarh,Koria,Baikunthpur,28-07-2023,1965
Maize,Chattisgarh,Koria,Manendragarh,31-07-2023,2025
Maize,Rajasthan,Kota,Kota,28-07-2023,1900
Maize,Rajasthan,Kota,Kota,31-07-2023,1875
Maize,Rajasthan,Kota,Kota,01-08-2023,1900
Maize,Andhra Pradesh,Kurnool,Atmakur,28-07-2023,1962
Maize,Andhra Pradesh,Kurnool,Nandikotkur,28-07-2023,1962
Maize,Andhra Pradesh,Kurnool,Atmakur,29-07-2023,1962
Maize,Andhra Pradesh,Kurnool,Atmakur,31-07-2023,1962
Maize,Andhra Pradesh,Kurnool,Nandikotkur,31-07-2023,1962
Maize,Andhra Pradesh,Kurnool,Kurnool,01-08-2023,2009
Maize,Andhra Pradesh,Kurnool,Nandikotkur,01-08-2023,1962
Maize,Haryana,Kurukshetra,Pipli,29-07-2023,1400
Maize,Uttar Pradesh,Lakhimpur,Lakhimpur,28-07-2023,2050
Maize,Uttar Pradesh,Lakhimpur,Lakhimpur,01-08-2023,2025
Maize,Nagaland,Longleng,Longleng,28-07-2023,7700
Maize,Nagaland,Longleng,Longleng,29-07-2023,8000
Maize,Nagaland,Longleng,Longleng,31-07-2023,8000
Maize,Telangana,Mahbubnagar,Nagarkurnool,31-07-2023,1962
Maize,Uttar Pradesh,Mainpuri,Bewar,28-07-2023,1730
Maize,Uttar Pradesh,Mainpuri,Ghiraur,28-07-2023,1975
Maize,Uttar Pradesh,Mainpuri,Mainpuri,28-07-2023,2000
Maize,Uttar Pradesh,Mainpuri,Bewar,29-07-2023,1740
Maize,Uttar Pradesh,Mainpuri,Bewar,30-07-2023,1745
Maize,Uttar Pradesh,Mainpuri,Ghiraur,30-07-2023,1985
Maize,Uttar Pradesh,Mainpuri,Bewar,31-07-2023,1760
Maize,Uttar Pradesh,Mainpuri,Ghiraur,31-07-2023,2000
Maize,Uttar Pradesh,Mainpuri,Mainpuri,31-07-2023,1990
Maize,Uttar Pradesh,Mainpuri,Bewar,01-08-2023,1750
Maize,Uttar Pradesh,Mainpuri,Ghiraur,01-08-2023,1990
Maize,Uttar Pradesh,Mainpuri,Mainpuri,01-08-2023,1870
Maize,Madhya Pradesh,Mandsaur,Mandsaur,01-08-2023,2065
Maize,Telangana,Medak,Siddipet,31-07-2023,2066
Maize,Telangana,Medak,Jogipet,01-08-2023,1962
Maize,Maharashtra,Mumbai,Mumbai,28-07-2023,3800
Maize,Maharashtra,Mumbai,Mumbai,01-08-2023,3800
Maize,Uttar Pradesh,Muradabad,Bhehjoi,31-07-2023,1800
Maize,Uttar Pradesh,Muzaffarnagar,Shamli,28-07-2023,2125
Maize,Uttar Pradesh,Muzaffarnagar,Shamli,31-07-2023,2125
Maize,Uttar Pradesh,Muzaffarnagar,Shamli,01-08-2023,2130
Maize,Maharashtra,Nagpur,Nagpur,29-07-2023,1950
Maize,Maharashtra,Nagpur,Nagpur,01-08-2023,2150
Maize,Telangana,Nalgonda,Halia,28-07-2023,1930
Maize,Telangana,Nalgonda,Halia,30-07-2023,1930
Maize,Telangana,Nalgonda,Halia,01-08-2023,1930
Maize,Tamil Nadu,Namakkal,Namagiripettai,28-07-2023,2307
Maize,Tamil Nadu,Namakkal,Namagiripettai,01-08-2023,2313
Maize,Maharashtra,Nashik,Devala,28-07-2023,2125
Maize,Maharashtra,Nashik,Lasalgaon(Niphad),29-07-2023,2375
Maize,Maharashtra,Nashik,Devala,01-08-2023,2145
Maize,Maharashtra,Nashik,Kalvan,01-08-2023,2000
Maize,Maharashtra,Nashik,Lasalgaon(Niphad),01-08-2023,2357
Maize,Maharashtra,Nashik,Malegaon,01-08-2023,2001
Maize,Telangana,Nizamabad,Bichkunda,28-07-2023,1962
Maize,Telangana,Nizamabad,Gandhari,28-07-2023,1962
Maize,Telangana,Nizamabad,Bichkunda,31-07-2023,1962
Maize,Telangana,Nizamabad,Gandhari,31-07-2023,1962
Maize,Telangana,Nizamabad,Kamareddy,31-07-2023,1962
Maize,Telangana,Nizamabad,Gandhari,01-08-2023,1962
Maize,Odisha,Nowarangpur,Nabarangpur(Umerkote),28-07-2023,1500
Maize,Odisha,Nowarangpur,Nabarangpur(Umerkote),31-07-2023,1500
Maize,Odisha,Nowarangpur,Nabarangpur(Umerkote),01-08-2023,1500
Maize,Gujarat,Panchmahals,Morva Hafad,31-07-2023,2175
Maize,Gujarat,Panchmahals,Morva Hafad,01-08-2023,2175
Maize,Maharashtra,Pune,Pune,29-07-2023,2550
Maize,Maharashtra,Pune,Pune,01-08-2023,2650
Maize,Chattisgarh,Raigarh,Gharghoda,31-07-2023,1750
Maize,Gujarat,Rajkot,Jasdan,28-07-2023,2605
Maize,Chattisgarh,Rajnandgaon,Bandhabazar,01-08-2023,1750
Maize,Telangana,Ranga Reddy,Medchal,28-07-2023,1962
Maize,Telangana,Ranga Reddy,Medchal,01-08-2023,1962
Maize,Telangana,Ranga Reddy,Pargi,01-08-2023,2000
Maize,Gujarat,Sabarkantha,Bhiloda,01-08-2023,2175
Maize,Gujarat,Sabarkantha,Himatnagar,01-08-2023,1953
Maize,Uttar Pradesh,Saharanpur,Saharanpur,31-07-2023,2130
Maize,Uttar Pradesh,Saharanpur,Saharanpur,01-08-2023,2125
Maize,Tamil Nadu,Salem,Gangavalli,29-07-2023,2330
Maize,Tamil Nadu,Salem,Gangavalli,01-08-2023,2270
Maize,Tamil Nadu,Salem,Thammampati,01-08-2023,2250
Maize,Maharashtra,Sangli,Tasgaon,01-08-2023,2170
Maize,Punjab,Sangrur,Ahmedgarh,28-07-2023,1675
Maize,Maharashtra,Satara,Vaduj,29-07-2023,2200
Maize,Karnataka,Shimoga,Shimoga,28-07-2023,2100
Maize,Karnataka,Shimoga,Shimoga,01-08-2023,2100
Maize,Maharashtra,Sholapur,Karmala,01-08-2023,1870
Maize,Maharashtra,Sholapur,Kurdwadi,01-08-2023,2200
Maize,Chattisgarh,Surajpur,Pratappur,28-07-2023,2000
Maize,Chattisgarh,Surajpur,Surajpur,28-07-2023,1965
Maize,Tamil Nadu,Theni,Theni,28-07-2023,2305
Maize,Tamil Nadu,Theni,Theni,01-08-2023,2290
Maize,Tamil Nadu,Thiruvannamalai,Vettavalam,31-07-2023,2055
Maize,Rajasthan,Tonk,Malpura,28-07-2023,2570
Maize,Rajasthan,Tonk,Malpura,29-07-2023,2560
Maize,Rajasthan,Tonk,Malpura,30-07-2023,2585
Maize,Nagaland,Tuensang,Tuensang,29-07-2023,8300
Maize,Karnataka,Tumkur,Tumkur,01-08-2023,2050
Maize,Rajasthan,Udaipur,Udaipur,01-08-2023,2300
Maize,Rajasthan,Udaipur,Udaipur,01-08-2023,2050
Maize,Uttrakhand,UdhamSinghNagar,Bazpur,29-07-2023,2800
Maize,Uttar Pradesh,Unnao,Bangarmau,01-08-2023,2000
Maize,Uttar Pradesh,Varanasi,Varanasi(Grain),01-08-2023,2130
Maize,Tamil Nadu,Villupuram,Kallakurichi,28-07-2023,2038
Maize,Tamil Nadu,Villupuram,Thirukovilur,28-07-2023,2190
Maize,Tamil Nadu,Villupuram,Kallakurichi,31-07-2023,2163
Maize,Tamil Nadu,Villupuram,Manalurpet,31-07-2023,2239
Maize,Tamil Nadu,Villupuram,Sangarapuram,31-07-2023,2269
Maize,Tamil Nadu,Villupuram,Thiryagadurgam,31-07-2023,2119
Maize,Tamil Nadu,Villupuram,Kallakurichi,01-08-2023,2229
Maize,Tamil Nadu,Villupuram,Manalurpet,01-08-2023,2247
Maize,Tamil Nadu,Villupuram,Sangarapuram,01-08-2023,2286
Maize,Tamil Nadu,Villupuram,Thirukovilur,01-08-2023,2240
Maize,Tamil Nadu,Villupuram,Vikkiravandi,01-08-2023,2089
Maize,Telangana,Warangal,Warangal,01-08-2023,1881
Mango,Uttar Pradesh,Agra,Agra,31-07-2023,3000
Mango,Maharashtra,Ahmednagar,Shrirampur,28-07-2023,4100
Mango,Uttar Pradesh,Aligarh,Aligarh,28-07-2023,3000
Mango,Uttar Pradesh,Aligarh,Atrauli,28-07-2023,1000
Mango,Uttar Pradesh,Aligarh,Charra,28-07-2023,3000
Mango,Uttar Pradesh,Aligarh,Atrauli,29-07-2023,1200
Mango,Uttar Pradesh,Aligarh,Charra,29-07-2023,3000
Mango,Haryana,Ambala,Ambala Cantt.,28-07-2023,2500
Mango,Haryana,Ambala,Barara,28-07-2023,1500
Mango,Haryana,Ambala,Naraingarh,28-07-2023,1500
Mango,Haryana,Ambala,Naraingarh,29-07-2023,1400
Mango,Haryana,Ambala,Shahzadpur,29-07-2023,1500
Mango,Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),01-08-2023,1500
Mango,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),31-07-2023,3250
Mango,Maharashtra,Aurangabad,Aurangabad,01-08-2023,2750
Mango,Uttar Pradesh,Azamgarh,Azamgarh,01-08-2023,2950
Mango,Uttar Pradesh,Badaun,Shahaswan,28-07-2023,1500
Mango,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",31-07-2023,4000
Mango,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",31-07-2023,1500
Mango,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",01-08-2023,4000
Mango,Punjab,Barnala,Barnala,31-07-2023,6000
Mango,Uttar Pradesh,Basti,Basti,28-07-2023,2710
Mango,Uttar Pradesh,Basti,Basti,01-08-2023,2960
Mango,Odisha,Bhadrak,Sahidngar,28-07-2023,3500
Mango,Punjab,Bhatinda,Bathinda,28-07-2023,5500
Mango,Punjab,Bhatinda,Bhagta Bhai Ka,28-07-2023,3500
Mango,Punjab,Bhatinda,Bathinda,29-07-2023,6500
Mango,Punjab,Bhatinda,Raman,29-07-2023,3000
Mango,Punjab,Bhatinda,Talwandi Sabo,29-07-2023,4000
Mango,Punjab,Bhatinda,Bathinda,31-07-2023,6000
Mango,Punjab,Bhatinda,Bhagta Bhai Ka,31-07-2023,3700
Mango,Punjab,Bhatinda,Bhagta Bhai Ka,01-08-2023,3500
Mango,Rajasthan,Bikaner,Bikaner(F&V),28-07-2023,3400
Mango,Rajasthan,Bikaner,Bikaner(F&V),01-08-2023,3400
Mango,Chattisgarh,Bilaspur,Tiphra,28-07-2023,4300
Mango,Uttar Pradesh,Bulandshahar,Anoop Shahar,28-07-2023,2400
Mango,Uttar Pradesh,Bulandshahar,Khurja,28-07-2023,1800
Mango,Uttar Pradesh,Bulandshahar,Siyana,28-07-2023,1300
Mango,Uttar Pradesh,Bulandshahar,Buland Shahr,29-07-2023,1820
Mango,Uttar Pradesh,Bulandshahar,Siyana,31-07-2023,1000
Mango,Himachal Pradesh,Chamba,Chamba,01-08-2023,5250
Mango,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),28-07-2023,3000
Mango,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),29-07-2023,3000
Mango,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),30-07-2023,3000
Mango,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),01-08-2023,3000
Mango,Uttrakhand,Dehradoon,Vikasnagar,27-07-2023,1100
Mango,Uttrakhand,Dehradoon,Vikasnagar,28-07-2023,1200
Mango,Uttrakhand,Dehradoon,Dehradoon,01-08-2023,3000
Mango,Uttrakhand,Dehradoon,Rishikesh,01-08-2023,3150
Mango,Uttar Pradesh,Deoria,Devariya,01-08-2023,2760
Mango,Chattisgarh,Durg,Durg,01-08-2023,5500
Mango,Kerala,Ernakulam,Piravam,29-07-2023,5000
Mango,Kerala,Ernakulam,Piravam,31-07-2023,5000
Mango,Uttar Pradesh,Etawah,Bharthna,28-07-2023,2750
Mango,Punjab,Faridkot,Faridkot,01-08-2023,5000
Mango,Uttar Pradesh,Farukhabad,Mohamadabad,28-07-2023,2500
Mango,Uttar Pradesh,Farukhabad,Mohamadabad,31-07-2023,2600
Mango,Haryana,Fatehabad,Fatehabad,29-07-2023,6000
Mango,Haryana,Fatehabad,Ratia,29-07-2023,2400
Mango,Punjab,Fazilka,Fazilka,28-07-2023,4500
Mango,Punjab,Fazilka,Jalalabad,28-07-2023,5500
Mango,Punjab,Fazilka,Jalalabad,29-07-2023,4200
Mango,Punjab,Fazilka,Jalalabad,31-07-2023,4500
Mango,Punjab,Fazilka,Abohar,01-08-2023,4850
Mango,Punjab,Fazilka,Jalalabad,01-08-2023,4700
Mango,Uttar Pradesh,Firozabad,Firozabad,28-07-2023,2750
Mango,Uttar Pradesh,Firozabad,Firozabad,31-07-2023,2830
Mango,Uttar Pradesh,Firozabad,Sirsaganj,31-07-2023,2800
Mango,Uttar Pradesh,Firozabad,Shikohabad,01-08-2023,2200
Mango,Uttar Pradesh,Firozabad,Sirsaganj,01-08-2023,2850
Mango,Uttrakhand,Garhwal (Pauri),Kotadwara,01-08-2023,2800
Mango,Uttrakhand,Garhwal (Pauri),Kotadwara,01-08-2023,2800
Mango,Uttrakhand,Garhwal (Pauri),Kotadwara,01-08-2023,2800
Mango,Uttar Pradesh,Gautam Budh Nagar,Dadri,29-07-2023,2050
Mango,Uttar Pradesh,Gautam Budh Nagar,Dadri,30-07-2023,2000
Mango,Uttar Pradesh,Ghaziabad,Muradnagar,28-07-2023,2400
Mango,Uttar Pradesh,Ghaziabad,Ghaziabad,29-07-2023,2400
Mango,Uttar Pradesh,Ghaziabad,Ghaziabad,31-07-2023,2400
Mango,Uttar Pradesh,Ghaziabad,Noida,31-07-2023,2100
Mango,Uttar Pradesh,Gorakhpur,Gorakhpur,01-08-2023,3050
Mango,Haryana,Gurgaon,Pataudi,28-07-2023,3200
Mango,Haryana,Gurgaon,Pataudi,29-07-2023,3500
Mango,Haryana,Gurgaon,Gurgaon,31-07-2023,4000
Mango,Haryana,Gurgaon,Pataudi,01-08-2023,3600
Mango,Himachal Pradesh,Hamirpur,Hamirpur,28-07-2023,3250
Mango,Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),28-07-2023,3250
Mango,Himachal Pradesh,Hamirpur,Hamirpur,31-07-2023,3750
Mango,Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),31-07-2023,3750
Mango,Himachal Pradesh,Hamirpur,Hamirpur,01-08-2023,2750
Mango,Himachal Pradesh,Hamirpur,Hamirpur,01-08-2023,7000
Mango,Uttar Pradesh,Hamirpur,Bharuasumerpur,01-08-2023,2950
Mango,Madhya Pradesh,Harda,Harda(F&V),28-07-2023,2100
Mango,Uttrakhand,Haridwar,Roorkee,27-07-2023,1300
Mango,Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),28-07-2023,700
Mango,Uttrakhand,Haridwar,Haridwar Union,28-07-2023,1200
Mango,Uttrakhand,Haridwar,Manglaur,28-07-2023,1100
Mango,Uttrakhand,Haridwar,Roorkee,28-07-2023,1300
Mango,Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),29-07-2023,700
Mango,Uttrakhand,Haridwar,Manglaur,29-07-2023,1100
Mango,Uttrakhand,Haridwar,Roorkee,29-07-2023,1200
Mango,Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),30-07-2023,700
Mango,Uttrakhand,Haridwar,Roorkee,30-07-2023,2800
Mango,Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),31-07-2023,700
Mango,Uttrakhand,Haridwar,Haridwar Union,01-08-2023,1200
Mango,Uttrakhand,Haridwar,Manglaur,01-08-2023,1000
